IdOperacion,Sucursal,Rubro,Moneda,IMP_Capital,Saldo_Capital,Rubro_GastoJudicial,Saldo_GastoJudicial,Regional
1365186-02175720-00,213,0,0,0.00,0.00,8650410300000,98.52,200
1365186-02175720-00,213,0,0,70000.00,0.00,8650110510800,49505.37,200
1365186-02175720-00,213,8650110510800,0,0.00,49505.37,8650410200000,1803.00,200
1365186-02350768-00,213,0,0,0.00,0.00,8650410300000,58.24,200
1365186-02350768-00,213,0,0,36500.00,0.00,8650110510800,29707.51,200
1365186-02350768-00,213,8650110510800,0,0.00,29707.51,8650410200000,2553.20,200
136539-00082458-00,713,0,101,1000.00,0.00,8650120550800,210.61,700
1365395-02975235-01,713,0,0,2881.09,0.00,8650110510800,297.37,700
1365479-01936162-00,804,0,0,20000.00,0.00,8650110510800,11186.68,800
136550-00096276-00,713,0,0,12000.00,0.00,8650110550800,8931.87,700
1365504-01936233-00,709,0,0,0.00,0.00,8650410300000,3.08,700
1365504-01936233-00,713,0,0,7000.00,0.00,8650110510300,1977.65,700
1365522-01936881-00,606,0,0,0.00,0.00,8650410300000,31.08,600
1365522-01936881-00,606,0,0,60000.00,0.00,8650110510800,25636.93,600
1365522-01936881-00,606,8650110510800,0,0.00,25636.93,8650410200000,1031.27,600
1365525-01936167-00,713,0,0,0.00,0.00,8650410300000,4.48,700
1365525-01936167-00,713,0,0,14000.00,0.00,8650110510800,2874.20,700
1365599-02319211-00,258,0,0,0.00,0.00,8650410300000,13.00,250
1365599-02319211-00,258,0,0,16100.00,0.00,8650110510800,6636.70,250
1365605-01952916-00,310,0,0,0.00,0.00,8650410300000,24.64,300
1365605-01952916-00,310,0,0,70000.00,0.00,8650110510800,7685.47,300
1365614-02810100-01,213,0,0,11640.92,0.00,8650110510700,11640.92,200
136562-00116567-00,713,0,0,5500.00,0.00,8650110550800,5298.70,700
1365624-02517074-00,713,0,0,0.00,0.00,8650410300000,140.44,700
1365624-02517074-00,713,0,0,100000.00,0.00,8650110510700,71649.01,700
1365624-02517074-00,713,8650110510700,0,0.00,71649.01,8650410200000,2587.00,700
136564-02128406-00,407,0,0,0.00,0.00,8650410300000,11.48,400
1365679-02063797-00,713,0,0,0.00,0.00,8650410300000,5.91,700
1365679-02063797-00,713,0,0,13500.00,0.00,8650110510700,3620.57,700
1365698-01936691-00,903,0,0,18000.00,0.00,8650110510800,8860.57,900
136570-03329898-01,713,0,0,8940.25,0.00,8650110510700,8940.25,700
136572-00104485-00,713,0,101,1650.00,0.00,8650120550600,880.72,700
1365771-02179836-00,213,0,0,0.00,0.00,8650410300000,40.32,200
1365771-02179836-00,213,0,0,28000.00,0.00,8650110510800,20570.04,200
1365771-02179836-00,213,8650110510800,0,0.00,20570.04,8650410200000,1345.00,200
1365820-02564142-00,213,0,0,0.00,0.00,8650410300000,50.20,200
1365820-02564142-00,213,0,0,53000.00,0.00,8650110510800,25615.94,200
1365820-02564142-00,213,8650110510800,0,0.00,25615.94,8650410200000,1126.40,200
1365829-01936995-00,258,0,0,0.00,0.00,8650410300000,11.40,250
1365829-01936995-00,258,0,0,20580.00,0.00,8650110510700,7309.45,250
1365946-01944657-00,213,0,0,0.00,0.00,8650410300000,24.24,200
1365959-02530547-00,258,0,0,50000.00,0.00,8650110510800,10449.70,250
1365959-02530547-99,258,0,0,12940.15,0.00,8650110510899,12940.15,250
1365989-01937688-00,903,0,0,0.00,0.00,8650410300000,11.04,900
1365989-01937688-00,903,0,0,20000.00,0.00,8650110510300,1182.64,900
1366012-02203213-00,258,0,0,28000.00,0.00,8650110510700,5421.34,250
1366046-01937668-00,713,0,0,0.00,0.00,8650410300000,20.60,700
1366046-01937668-00,713,0,0,27440.00,0.00,8650110510100,13216.34,700
1366110-02393675-00,501,0,0,0.00,0.00,8650410300000,1.88,500
1366113-02372786-00,101,0,0,0.00,0.00,8650410300000,37.88,100
1366113-02372786-00,102,0,0,24000.00,0.00,8650110510800,19322.59,100
1366235-02190091-00,213,0,0,0.00,0.00,8650410300000,11.60,200
1366235-02190091-00,213,0,0,14000.00,0.00,8650110510700,5908.52,200
1366235-02324821-00,213,0,0,0.00,0.00,8650410300000,6.56,200
1366235-02324821-00,213,0,0,7000.00,0.00,8650110510700,3341.76,200
1366247-02828890-00,713,0,0,45000.00,0.00,8650110510700,13120.26,700
1366295-03171130-99,713,0,0,9115.07,0.00,8650110510799,7160.57,700
1366322-02692812-00,713,0,0,68600.00,0.00,8650110511000,37346.62,700
1366322-02692812-00,732,0,0,0.00,0.00,8650410300000,164.70,700
1366365-01938592-00,258,0,0,0.00,0.00,8650410300000,3.39,250
1366365-01938592-00,258,0,0,61700.00,0.00,8650110510800,2901.28,250
136637-00138605-00,310,0,101,3100.00,0.00,8650120550800,2000.54,300
1366396-01939499-00,902,0,0,0.00,0.00,8650410300000,7.05,900
1366396-01939499-00,903,0,0,0.00,0.00,8650410300000,12.23,900
136644-00023707-00,213,0,101,6000.00,0.00,8650120550800,142.90,200
1366443-01939447-00,310,0,0,8000.00,0.00,8650110510800,519.42,300
1366443-01939447-00,320,0,0,0.00,0.00,8650410300000,0.60,300
1366453-01940353-00,213,0,0,0.00,0.00,8650410300000,21.15,200
1366453-01940353-00,213,0,0,48000.00,0.00,8650110510100,8707.42,200
1366671-01939053-00,213,0,0,0.00,0.00,8650410300000,3.12,200
1366671-01939053-00,213,0,0,9800.00,0.00,8650110510300,3072.44,200
1366683-01940088-00,258,0,0,0.00,0.00,8650410300000,1.24,250
1366718-01939167-00,213,0,0,0.00,0.00,8650410300000,10.62,200
1366718-01939167-00,213,0,0,30000.00,0.00,8650110510700,7224.81,200
1366746-01940494-00,713,0,0,0.00,0.00,8650410300000,6.56,700
1366746-01940494-00,713,0,0,20580.00,0.00,8650110510800,4195.63,700
1366772-01939403-00,310,0,0,0.00,0.00,8650410300000,7.38,300
1366772-01939403-00,310,0,0,70000.00,0.00,8650110510100,2753.26,300
1366772-02113137-00,310,0,0,0.00,0.00,8650410300000,32.42,300
1366772-02113137-00,310,0,0,70000.00,0.00,8650110510800,7635.18,300
1366834-02468256-00,713,0,0,0.00,0.00,8650410300000,28.25,700
1366834-02468256-00,713,0,0,48020.00,0.00,8650110510700,18514.48,700
1366852-01939664-00,903,0,0,0.00,0.00,8650410300000,45.72,900
1366852-01939664-00,903,0,0,48000.00,0.00,8650110510800,29301.03,900
1366852-01939664-00,903,8650110510800,0,0.00,29301.03,8650410200000,949.00,900
1366868-01941060-00,102,0,0,0.00,0.00,8650410300000,2.56,100
1366868-01941060-00,102,0,0,8000.00,0.00,8650110510800,1637.95,100
1366877-02305838-00,101,0,0,0.00,0.00,8650410300000,132.16,100
1366877-02305838-00,102,0,0,82320.00,0.00,8650110510700,67419.95,100
1366877-02305838-00,102,8650110510700,0,0.00,67419.95,8650410200000,530.00,100
1366900-02104882-00,713,0,0,0.00,0.00,8650410300000,15.92,700
1366900-02104882-00,713,0,0,20580.00,0.00,8650110510300,8114.81,700
1366986-01939832-00,258,0,0,7100.00,0.00,8650110510800,2514.67,250
1366986-01939832-00,266,0,0,0.00,0.00,8650410300000,1.96,250
1367-01198040-01,213,0,0,0.00,0.00,8650410300000,22.74,200
1367007-01939892-00,213,0,0,0.00,0.00,8650410300000,2.44,200
1367007-01939892-00,213,0,0,9000.00,0.00,8650110510300,1573.63,200
1367025-02114003-00,213,0,0,0.00,0.00,8650410300000,12.65,200
136705-00388514-00,258,0,0,30000.00,0.00,8650110550800,2296.53,250
1367083-02613121-00,713,0,0,0.00,0.00,8650410300000,45.51,700
1367083-02613121-00,713,0,0,70000.00,0.00,8650110510800,28827.33,700
1367133-01943743-00,702,0,0,0.00,0.00,8650410300000,2.25,700
1367133-01943743-00,713,0,0,0.00,0.00,8650410300000,0.75,700
1367139-01940176-00,605,0,0,0.00,0.00,8650410300000,8.20,600
1367139-01940176-00,606,0,0,12000.00,0.00,8650110510800,5245.54,600
1367153-01991009-00,903,0,0,0.00,0.00,8650410300000,109.96,900
1367153-01991009-00,903,0,0,70000.00,0.00,8650110510800,56092.45,900
1367153-01991009-00,903,8650110510800,0,0.00,56092.45,8650410200000,864.00,900
1367205-01940407-00,804,0,0,0.00,0.00,8650410300000,29.40,800
1367205-01940407-00,804,0,0,24000.00,0.00,8650110510800,18837.89,800
136728-00116816-00,713,0,0,2000.00,0.00,8650110550800,1280.99,700
1367306-01940573-00,258,0,0,0.00,0.00,8650410300000,24.04,250
1367306-01940573-00,258,0,0,48020.00,0.00,8650110510700,12267.79,250
1367321-01940622-00,903,0,0,0.00,0.00,8650410300000,32.24,900
1367321-01940622-00,903,0,0,35000.00,0.00,8650110510800,20667.36,900
1367321-01940622-00,903,8650110510800,0,0.00,20667.36,8650410200000,822.00,900
1367336-01941246-00,801,0,0,0.00,0.00,8650410300000,3.44,800
1367336-01941246-00,804,0,0,7000.00,0.00,8650110510800,4118.30,800
1367365-01941708-00,801,0,0,0.00,0.00,8650410300000,4.77,800
1367365-01941708-00,804,0,0,10000.00,0.00,8650110510800,2687.21,800
1367419-01941462-00,903,0,0,0.00,0.00,8650410300000,38.16,900
1367419-01941462-00,903,0,0,40000.00,0.00,8650110510800,24450.07,900
1367419-01941462-00,903,8650110510800,0,0.00,24450.07,8650410200000,750.00,900
136746-01305725-00,713,0,0,56000.00,0.00,8650110510800,21777.68,700
136746-01305725-00,713,8650110510800,0,0.00,21777.68,8650410200000,1150.00,700
1367537-03127639-00,713,8650110510800,0,0.00,49575.73,8650410200000,1311.00,700
1367537-03127639-01,713,0,0,64146.55,0.00,8650110510800,49575.73,700
1367550-01941173-00,258,0,0,10000.00,0.00,8650110510800,6971.29,250
1367589-01941224-00,803,0,0,0.00,0.00,8650410300000,20.60,800
1367589-01941224-00,804,0,0,18000.00,0.00,8650110510800,13199.35,800
1367657-01941873-00,310,0,0,0.00,0.00,8650410300000,18.00,300
1367715-02135200-00,713,0,0,0.00,0.00,8650410300000,17.04,700
1367715-02135200-00,713,0,0,15000.00,0.00,8650110510700,8683.78,700
1367736-01941747-00,310,0,0,0.00,0.00,8650410300000,56.24,300
1367736-01941747-00,310,0,0,56000.00,0.00,8650110510300,36053.06,300
1367736-01941747-00,310,8650110510300,0,0.00,36053.06,8650410200000,3232.30,300
1367855-01964194-00,258,0,0,0.00,0.00,8650410300000,26.88,250
1367855-01964194-00,258,0,0,48000.00,0.00,8650110510800,13719.81,250
1367883-02952216-02,213,0,0,26030.01,0.00,8650110510700,23378.24,200
1367975-01942199-00,256,0,0,0.00,0.00,8650410300000,0.64,250
1367975-01942199-00,258,0,0,15000.00,0.00,8650110510800,1633.31,250
136819-01269141-00,310,0,0,12000.00,0.00,8650110510800,1551.26,300
1368269-02100281-00,713,0,0,0.00,0.00,8650410300000,31.44,700
1368269-02100281-00,713,0,0,32000.00,0.00,8650110510800,16048.00,700
1368278-01942922-00,258,0,0,7000.00,0.00,8650110510800,1355.57,250
1368278-01942922-00,263,0,0,0.00,0.00,8650410300000,1.76,250
1368307-01947691-00,903,0,0,0.00,0.00,8650410300000,2.64,900
1368307-01947691-00,903,0,0,10000.00,0.00,8650110510300,1341.49,900
1368308-01943167-00,101,0,0,0.00,0.00,8650410300000,43.40,100
1368308-01943167-00,102,0,0,60000.00,0.00,8650110510100,15213.38,100
1368342-01943059-00,713,0,0,0.00,0.00,8650410300000,12.48,700
1368342-01943059-00,713,0,0,20580.00,0.00,8650110510800,8008.14,700
13684-00060817-00,258,0,101,3000.00,0.00,8650120530100,2612.82,250
13684-00060817-00,258,8650120530100,0,0.00,2612.82,8650410200000,224.63,250
1368416-02396807-00,713,0,0,0.00,0.00,8650410300000,3.24,700
1368416-02396807-00,713,0,0,20000.00,0.00,8650110510300,1653.98,700
1368424-01949320-00,713,0,0,0.00,0.00,8650410300000,1.48,700
1368609-02397558-00,713,0,0,0.00,0.00,8650410300000,3.24,700
1368609-02397558-00,713,0,0,20000.00,0.00,8650110510300,1653.98,700
1368725-01943961-00,258,0,0,0.00,0.00,8650410300000,2.88,250
1368725-01943961-00,258,0,0,10000.00,0.00,8650110510700,1849.34,250
136874-01364034-00,213,0,0,14000.00,0.00,8650110510800,4825.39,200
136879-02583911-01,213,0,0,6423.61,0.00,8650110510700,836.11,200
1368896-01944169-00,258,0,0,0.00,0.00,8650410300000,60.40,250
1368896-01944169-00,258,0,0,48000.00,0.00,8650110510700,30807.11,250
1368896-01944169-00,258,8650110510700,0,0.00,30807.11,8650410200000,1854.00,250
1368903-02964441-99,606,0,0,11107.26,0.00,8650110510899,4726.81,600
1369009-01949113-00,213,0,0,0.00,0.00,8650410300000,0.90,200
1369178-02054596-00,101,0,0,0.00,0.00,8650410300000,26.28,100
1369178-02054596-00,102,0,0,17400.00,0.00,8650110510800,13415.23,100
136922-02262404-00,606,0,0,0.00,0.00,8650410300000,19.04,600
136922-02262404-00,606,0,0,70000.00,0.00,8650110510800,9722.36,600
1369483-02472237-99,713,0,0,1788.88,0.00,8650110510899,1788.88,700
1369529-02046546-00,601,0,0,0.00,0.00,8650410300000,43.96,600
1369529-02046546-00,606,0,0,102900.00,0.00,8650110510800,17731.39,600
1369633-01945395-00,713,0,0,0.00,0.00,8650410300000,12.64,700
1369633-01945395-00,713,0,0,20580.00,0.00,8650110510300,6444.60,700
1369667-01946258-00,258,0,0,0.00,0.00,8650410300000,3.76,250
1369667-01946258-00,258,0,0,10500.00,0.00,8650110510700,1923.95,250
1369669-02251418-00,713,0,0,0.00,0.00,8650410300000,38.40,700
1369669-02251418-00,713,0,0,48020.00,0.00,8650110510300,19592.29,700
1369669-02251418-00,713,8650110510300,0,0.00,19592.29,8650410200000,1582.00,700
1369685-02082575-00,713,0,0,0.00,0.00,8650410300000,3.18,700
1369685-02082575-00,713,0,0,12323.00,0.00,8650110510700,1858.95,700
1369695-01945440-00,713,0,0,0.00,0.00,8650410300000,2.76,700
1369695-01945440-00,713,0,0,42500.00,0.00,8650110510700,1403.14,700
1369708-02364466-00,903,0,0,0.00,0.00,8650410300000,38.84,900
1369708-02364466-00,903,0,0,25000.00,0.00,8650110510800,19355.02,900
1369715-02692080-00,804,0,0,0.00,0.00,8650410300000,17.64,800
1369715-02692080-00,804,0,0,14000.00,0.00,8650110510800,9004.03,800
1369766-01945639-00,713,0,0,0.00,0.00,8650410300000,12.48,700
1369766-01945639-00,713,0,0,28000.00,0.00,8650110510300,6368.39,700
136994-00178766-00,606,0,101,5000.00,0.00,8650120530100,1453.34,600
1369976-02865984-02,213,0,0,37850.67,0.00,8650110510800,15213.63,200
1369976-02865984-99,213,0,0,8850.27,0.00,8650110510899,8850.27,200
1370165-02306461-00,713,0,0,0.00,0.00,8650410300000,3.76,700
1370165-02306461-00,713,0,0,22000.00,0.00,8650110510800,1911.05,700
1370173-01946773-00,310,0,0,0.00,0.00,8650410300000,54.16,300
1370173-01946773-00,310,0,0,42000.00,0.00,8650110510800,27638.33,300
1370173-01946773-00,310,8650110510800,0,0.00,27638.33,8650410200000,1033.00,300
1370242-02145095-00,713,0,0,0.00,0.00,8650410300000,4.04,700
1370242-02145095-00,713,0,0,13000.00,0.00,8650110510300,2064.51,700
137054-00150792-00,310,0,101,1500.00,0.00,8650120550800,597.75,300
137055-00145491-00,310,0,101,1600.00,0.00,8650120550800,1391.20,300
1370551-01947465-00,310,0,0,7000.00,0.00,8650110510300,2073.78,300
1370551-01947465-00,321,0,0,0.00,0.00,8650410300000,6.04,300
1370578-02674691-01,213,0,0,19553.65,0.00,8650110510800,14724.50,200
1370617-01947638-00,713,0,0,0.00,0.00,8650410300000,6.88,700
1370617-01947638-00,713,0,0,14000.00,0.00,8650110510800,3515.63,700
1370618-01948395-00,213,0,0,7000.00,0.00,8650110510800,3029.96,200
1370618-01948395-00,222,0,0,0.00,0.00,8650410300000,5.92,200
1370627-02160762-00,213,0,0,0.00,0.00,8650410300000,19.37,200
1370656-02773970-00,222,0,0,0.00,0.00,8650410300000,9.99,200
1370657-02794996-00,258,8650110510700,0,0.00,62916.86,8650410200000,1282.00,250
1370657-02794996-01,258,0,0,69785.46,0.00,8650110510700,62916.86,250
1370661-01949673-00,802,0,0,0.00,0.00,8650410300000,5.80,800
1370661-01949673-00,804,0,0,10000.00,0.00,8650110510700,2957.23,800
1370675-01947827-00,213,0,0,0.00,0.00,8650410300000,5.68,200
1370675-01947827-00,213,0,0,20580.00,0.00,8650110510700,2425.12,200
1370684-02294254-00,903,0,0,0.00,0.00,8650410300000,8.83,900
1370684-02294254-00,903,0,0,27000.00,0.00,8650110510800,10309.67,900
1370800-01948251-00,903,0,0,21000.00,0.00,8650110510800,17047.13,900
1370836-03015997-00,258,0,0,7000.00,0.00,8650110510300,6078.24,250
1370836-03015997-00,275,0,0,0.00,0.00,8650410300000,26.82,250
1370861-03428213-00,310,0,0,54880.00,0.00,8650110510700,49717.81,300
1370861-03428213-00,310,8650110510700,0,0.00,49717.81,8650410200000,1411.80,300
1370878-02311862-00,903,0,0,0.00,0.00,8650410300000,42.56,900
1370878-02311862-00,903,0,0,61740.00,0.00,8650110510800,20759.75,900
1370961-02216021-00,606,0,0,0.00,0.00,8650410300000,57.00,600
1370961-02216021-00,606,0,0,35000.00,0.00,8650110510700,29075.33,600
1370961-02216021-00,606,8650110510700,0,0.00,29075.33,8650410200000,640.17,600
1370966-01948710-00,606,0,0,0.00,0.00,8650410300000,50.48,600
1370966-01948710-00,606,0,0,70000.00,0.00,8650110510100,15335.27,600
1371066-01948770-00,213,0,0,7000.00,0.00,8650110510800,772.50,200
1371066-01948770-00,219,0,0,0.00,0.00,8650410300000,1.48,200
1371067-01948800-00,903,0,0,0.00,0.00,8650410300000,11.81,900
1371067-01948800-00,903,0,0,15000.00,0.00,8650110510800,5857.64,900
1371115-01948911-00,258,0,0,0.00,0.00,8650410300000,16.76,250
1371115-01948911-00,258,0,0,30000.00,0.00,8650110510800,8552.21,250
1371137-02033339-00,213,0,0,0.00,0.00,8650410300000,12.00,200
1371137-02033339-00,213,0,0,14000.00,0.00,8650110510800,6128.14,200
1371192-02168423-00,258,0,0,0.00,0.00,8650410300000,41.12,250
1371192-02168423-00,258,0,0,48020.00,0.00,8650110510800,20975.13,250
1371192-02168423-00,258,8650110510800,0,0.00,20975.13,8650410200000,1142.00,250
1371196-03002484-00,713,0,0,20580.00,0.00,8650110510700,8374.97,700
1371196-03002484-99,713,0,0,5621.83,0.00,8650110510799,5621.83,700
137127-00135982-00,310,0,0,9000.00,0.00,8650110550800,7605.09,300
137129-00135981-00,310,0,0,9000.00,0.00,8650110550800,7605.09,300
1371322-01949323-00,258,0,0,0.00,0.00,8650410300000,4.64,250
1371322-01949323-00,258,0,0,6700.00,0.00,8650110510300,2371.56,250
1371337-03058948-01,258,0,0,3077.13,0.00,8650110510300,1900.57,250
137140-00004678-00,213,0,0,2000.00,0.00,8650110550800,1251.52,200
137142-00004675-00,213,0,0,2000.00,0.00,8650110550800,1251.52,200
1371443-01953498-00,310,0,0,0.00,0.00,8650410300000,35.71,300
1371443-01953498-00,310,0,0,70000.00,0.00,8650110510100,37076.41,300
1371667-02365004-00,258,0,0,0.00,0.00,8650410300000,31.84,250
1371667-02365004-00,258,0,0,35000.00,0.00,8650110510700,16243.33,250
1371671-02959253-00,310,0,0,140000.00,0.00,8650110510700,54248.92,300
1371671-02959253-00,310,8650110510700,0,0.00,54248.92,8650410200000,2422.80,300
1371671-02959253-99,310,0,0,18466.28,0.00,8650110510799,18466.28,300
1371697-01950251-01,310,0,0,0.00,0.00,8650410300000,0.67,300
1371697-01950251-01,310,0,0,4296.30,0.00,8650110510800,554.60,300
137173-00021582-00,213,0,101,3000.00,0.00,8650120550800,1933.16,200
137173-00024433-00,213,0,0,6500.00,0.00,8650110550800,5435.14,200
1371733-01950329-00,606,0,0,14000.00,0.00,8650110510300,9272.30,600
1371936-02478570-99,713,0,0,941.72,0.00,8650110510399,941.72,700
1371996-02781003-00,713,0,0,34300.00,0.00,8650110510300,4434.67,700
1371996-02781003-99,713,0,0,9465.39,0.00,8650110510399,9465.39,700
137200-00141627-00,310,0,101,4150.00,0.00,8650120540300,3067.82,300
137200-00141627-00,310,8650120540300,0,0.00,3067.82,8650410200000,2205.50,300
1372041-01952177-00,310,0,0,12000.00,0.00,8650110510300,8750.06,300
1372121-01951181-00,258,0,0,0.00,0.00,8650410300000,4.89,250
1372121-01951181-00,258,0,0,19000.00,0.00,8650110510800,5553.25,250
1372217-02609910-00,713,0,0,0.00,0.00,8650410300000,2.94,700
1372217-02609910-00,713,0,0,23500.00,0.00,8650110510800,922.61,700
1372432-01951804-00,713,0,0,0.00,0.00,8650410300000,30.36,700
1372432-01951804-00,713,0,0,48020.00,0.00,8650110510800,19537.06,700
1372562-02459646-00,804,0,0,0.00,0.00,8650410300000,4.34,800
1372562-02459646-00,804,0,0,26000.00,0.00,8650110510800,2611.00,800
1372620-01956965-00,213,0,0,0.00,0.00,8650410300000,4.48,200
1372636-01953122-00,310,0,0,0.00,0.00,8650410300000,13.17,300
1372636-01953122-00,310,0,0,97000.00,0.00,8650110510800,7526.26,300
137265-01462325-00,258,0,0,17000.00,0.00,8650110510800,3113.92,250
137278-01752305-00,713,8650110510800,0,0.00,44437.11,8650410200000,3021.00,700
137278-01752305-01,713,0,0,0.00,0.00,8650410300000,87.08,700
137278-01752305-01,713,0,0,63066.54,0.00,8650110510800,44437.11,700
1372832-01952728-00,713,0,0,0.00,0.00,8650410300000,18.76,700
1372832-01952728-00,713,0,0,24100.00,0.00,8650110510300,5570.27,700
1372834-02184310-00,713,0,0,0.00,0.00,8650410300000,3.52,700
1372834-02184310-00,713,0,0,18000.00,0.00,8650110510300,1804.64,700
1372885-03143974-01,310,0,0,62141.50,0.00,8650110510700,41236.91,300
1372957-02198664-00,713,0,0,0.00,0.00,8650410300000,5.96,700
1372957-02198664-00,713,0,0,20000.00,0.00,8650110510800,3037.28,700
1373014-02975641-01,713,0,0,11429.57,0.00,8650110510300,6073.24,700
1373031-02461262-00,802,0,0,0.00,0.00,8650410300000,5.84,800
1373031-02461262-00,804,0,0,35000.00,0.00,8650110510800,2661.00,800
1373108-02224087-00,713,0,0,0.00,0.00,8650410300000,7.40,700
1373108-02224087-00,713,0,0,20580.00,0.00,8650110510300,3777.17,700
1373115-02110044-00,713,0,0,0.00,0.00,8650410300000,2.45,700
1373115-02110044-00,713,0,0,30000.00,0.00,8650110510700,1546.16,700
137316-00021590-00,213,0,101,4000.00,0.00,8650120550800,3642.16,200
137316-00021590-00,213,8650120550800,0,0.00,3642.16,8650410200000,1402.80,200
1373163-03114616-00,310,0,0,101000.00,0.00,8650110510700,16505.94,300
1373163-03114616-99,310,0,0,16623.01,0.00,8650110510799,16623.01,300
1373192-02417835-00,713,0,0,0.00,0.00,8650410300000,6.94,700
1373192-02417835-00,713,0,0,48020.00,0.00,8650110510700,4252.17,700
1373230-02596316-99,310,0,0,11410.09,0.00,8650110511099,11410.09,300
1373304-02903195-00,206,0,0,0.00,0.00,8650410300000,3.84,200
1373304-02903195-00,213,0,0,5000.00,0.00,8650110510300,1914.20,200
137340-00924150-00,713,0,0,21000.00,0.00,8650110510800,1750.11,700
137343-00128571-00,310,0,101,1000.00,0.00,8650120540100,692.13,300
1373479-01955211-00,703,0,0,0.00,0.00,8650410300000,17.24,700
1373479-01955211-00,713,0,0,18000.00,0.00,8650110510300,8799.08,700
1373535-01962547-00,801,0,0,0.00,0.00,8650410300000,8.64,800
1373535-01962547-00,804,0,0,8500.00,0.00,8650110510300,4287.81,800
1373576-01955082-00,713,0,0,0.00,0.00,8650410300000,8.91,700
1373576-01955082-00,713,0,0,46000.00,0.00,8650110510700,5324.00,700
137362-00129509-00,310,0,101,6000.00,0.00,8650120530800,4021.41,300
137362-00129509-00,310,8650120530800,0,0.00,4021.41,8650410200000,331.90,300
1373623-02940697-01,310,0,0,6387.71,0.00,8650110510300,4956.22,300
137364-00128574-00,310,0,101,4000.00,0.00,8650120530800,2020.23,300
1373790-02834854-01,713,0,0,9333.97,0.00,8650110510800,2681.37,700
1373790-02834854-99,713,0,0,5758.57,0.00,8650110510899,5758.57,700
1373817-01955208-01,605,0,0,0.00,0.00,8650410300000,4.88,600
1373817-01955208-01,606,0,0,13109.22,0.00,8650110510700,2489.82,600
1373826-02838023-01,310,0,0,10996.04,0.00,8650110510800,6836.65,300
137383-00136028-00,310,0,101,2500.00,0.00,8650120550800,1633.73,300
1373833-02788871-00,258,0,0,7000.00,0.00,8650110510300,669.32,250
1373833-02788871-00,262,0,0,0.00,0.00,8650410300000,1.32,250
1373876-01955261-01,903,0,0,0.00,0.00,8650410300000,17.36,900
1373876-01955261-01,903,0,0,14577.82,0.00,8650110510800,8862.96,900
1373898-02099113-00,258,0,0,0.00,0.00,8650410300000,16.36,250
1373898-02099113-00,258,0,0,20500.00,0.00,8650110510700,8346.06,250
1373902-01955866-00,258,0,0,0.00,0.00,8650410300000,2.56,250
1373902-01955866-00,258,0,0,14000.00,0.00,8650110510700,1313.06,250
1373922-01955401-00,258,0,0,0.00,0.00,8650410300000,14.32,250
1373922-01955401-00,258,0,0,38000.00,0.00,8650110510700,7313.59,250
1374171-01983114-00,258,0,0,15000.00,0.00,8650110510800,9616.34,250
1374174-02809652-00,213,0,0,0.00,0.00,8650410300000,26.07,200
1374174-02809652-00,213,0,0,25000.00,0.00,8650110510800,13016.01,200
137419-00128582-00,310,0,101,800.00,0.00,8650120550800,664.26,300
137420-00155576-00,310,0,101,1000.00,0.00,8650120550800,134.33,300
1374400-01956904-00,258,0,0,20580.00,0.00,8650110510700,9625.51,250
1374400-01956904-00,267,0,0,0.00,0.00,8650410300000,24.88,250
1374423-03113610-02,713,0,0,36597.41,0.00,8650110510700,23650.77,700
1374423-03113610-99,713,0,0,8776.46,0.00,8650110510799,8776.46,700
1374487-01957470-00,713,0,0,0.00,0.00,8650410300000,2.48,700
1374487-01957470-00,713,0,0,9500.00,0.00,8650110510300,1256.31,700
1374523-01957230-00,903,0,0,0.00,0.00,8650410300000,29.84,900
1374523-01957230-00,903,0,0,40000.00,0.00,8650110510300,15012.50,900
1374537-01956763-00,713,0,0,0.00,0.00,8650410300000,11.68,700
1374537-01956763-00,713,0,0,12000.00,0.00,8650110510800,5949.54,700
1374681-01957069-00,258,0,0,14000.00,0.00,8650110510700,957.42,250
1374681-01957069-00,271,0,0,0.00,0.00,8650410300000,3.84,250
1374745-01968420-00,258,0,0,0.00,0.00,8650410300000,20.36,250
1374745-01968420-00,258,0,0,20000.00,0.00,8650110510700,10384.21,250
1374772-01957802-00,310,0,0,8000.00,0.00,8650110510300,6183.25,300
1374928-01957850-00,713,0,0,26000.00,0.00,8650110510800,7637.77,700
1374928-01957850-00,721,0,0,0.00,0.00,8650410300000,14.96,700
1374970-02701903-00,713,0,0,0.00,0.00,8650410300000,36.96,700
1374970-02701903-00,713,0,0,27440.00,0.00,8650110510800,18855.71,700
1375005-01966248-00,802,0,0,0.00,0.00,8650410300000,5.40,800
1375005-01966248-00,804,0,0,10000.00,0.00,8650110510800,2761.52,800
1375061-02721313-00,713,0,0,0.00,0.00,8650410300000,62.48,700
1375061-02721313-00,713,0,0,85000.00,0.00,8650110510700,61837.92,700
1375061-02721313-00,713,8650110510700,0,0.00,61837.92,8650410200000,1909.00,700
1375100-01959188-00,258,0,0,7000.00,0.00,8650110510800,399.36,250
1375100-01959188-00,267,0,0,0.00,0.00,8650410300000,0.60,250
1375102-02469720-00,213,0,0,0.00,0.00,8650410300000,43.58,200
1375102-02469720-00,213,0,0,70000.00,0.00,8650110510800,27961.11,200
1375102-02469720-00,213,8650110510800,0,0.00,27961.11,8650410200000,1498.00,200
1375167-01958310-00,213,0,0,0.00,0.00,8650410300000,12.08,200
