IdOperacion,Sucursal,Rubro,Moneda,IMP_Capital,Saldo_Capital,Rubro_GastoJudicial,Saldo_GastoJudicial,Regional
0-00000000-00,200,0,0,0.00,0.00,8650410100000,15692.48,200
0-00000000-00,200,0,101,0.00,0.00,8650420100000,344.86,200
0-00000000-00,201,0,0,0.00,0.00,8650410100000,4801.00,200
0-00000000-00,201,0,101,0.00,0.00,8650420100000,594.74,200
0-00000000-00,202,0,0,0.00,0.00,8650410100000,26137.56,200
0-00000000-00,202,0,101,0.00,0.00,8650420100000,35832.85,200
0-00000000-00,203,0,0,0.00,0.00,8650410100000,7934.66,200
0-00000000-00,205,0,0,0.00,0.00,8650410100000,300.00,200
0-00000000-00,205,0,101,0.00,0.00,8650420100000,9018.38,200
0-00000000-00,208,0,0,0.00,0.00,8650410100000,688.52,200
0-00000000-00,210,0,101,0.00,0.00,8650420100000,500.00,200
0-00000000-00,211,0,0,0.00,0.00,8650410100000,2627.12,200
0-00000000-00,213,0,101,0.00,0.00,8650420100000,6593.94,200
0-00000000-00,250,0,0,0.00,0.00,8650410100000,4200.00,250
0-00000000-00,252,0,0,0.00,0.00,8650410100000,1209.08,250
0-00000000-00,258,0,0,0.00,0.00,8650410100000,1233.03,250
0-00000000-00,295,0,0,0.00,0.00,8650410100000,14838.81,295
0-00000000-00,295,0,101,0.00,0.00,8650420100000,17173.67,295
0-00000000-00,407,0,101,0.00,0.00,8650420100000,3525.00,400
0-00000000-00,713,0,0,0.00,0.00,8650410100000,326.20,700
1000088-01184005-00,258,0,0,56000.00,0.00,8650110510800,34132.41,250
1000088-01184005-00,258,8650110510800,0,0.00,34132.41,8650410200000,2470.80,250
1000093-01914322-00,258,0,0,0.00,0.00,8650410300000,4.62,250
1000093-01914322-00,258,0,0,35000.00,0.00,8650110510800,3712.51,250
1000122-01184367-00,213,0,0,14000.00,0.00,8650110510800,713.68,200
1000139-01442096-01,903,0,0,0.00,0.00,8650410300000,23.88,900
1000139-01442096-01,903,0,0,16887.44,0.00,8650110510800,12174.49,900
1000152-01267977-00,713,0,0,22000.00,0.00,8650110510800,7000.70,700
1000153-00080305-00,102,0,0,2900.00,0.00,8650110550400,1413.63,100
1000176-01184153-00,258,0,0,24500.00,0.00,8650110510800,8951.55,250
1000222-01184267-00,713,0,0,11700.00,0.00,8650110510400,9228.20,700
1000229-01556585-00,258,0,0,0.00,0.00,8650410300000,4.08,250
1000229-01556585-00,258,0,0,35000.00,0.00,8650110510800,2627.35,250
1000235-01911678-00,213,0,0,14000.00,0.00,8650110510800,8802.54,200
1000333-02460335-00,713,0,0,0.00,0.00,8650410300000,12.08,700
1000333-02460335-00,713,0,0,20580.00,0.00,8650110510300,6171.55,700
1000344-01525151-00,213,0,0,3000.00,0.00,8650110510800,277.68,200
10004-00003153-00,213,0,101,6000.00,0.00,8650120540100,3502.98,200
10004-00003153-00,213,8650120540100,0,0.00,3502.98,8650410200000,725.28,200
1000493-01184893-00,310,0,0,20000.00,0.00,8650110510300,3799.95,300
1000508-01638392-01,903,0,0,0.00,0.00,8650410300000,3.56,900
100052-00079980-00,713,0,0,3000.00,0.00,8650110550600,2393.46,700
1000536-01883973-00,804,0,0,0.00,0.00,8650410300000,51.60,800
1000536-01883973-00,804,0,0,80000.00,0.00,8650110510700,40058.54,800
1000536-01883973-00,804,8650110510700,0,0.00,40058.54,8650410200000,2449.00,800
1000541-01185367-00,258,0,0,20500.00,0.00,8650110510100,10406.20,250
1000590-01318704-00,213,0,0,7000.00,0.00,8650110510800,2391.58,200
1000596-00261649-00,713,0,0,10500.00,0.00,8650110550800,6885.41,700
1000715-01185682-00,258,0,0,10000.00,0.00,8650110510800,7513.93,250
1000718-02112982-00,407,0,0,0.00,0.00,8650410300000,7.29,400
1000718-02112982-00,407,0,0,10000.00,0.00,8650110510800,4963.06,400
100075-00144108-00,310,0,0,1570.00,0.00,8650110530800,875.18,300
1000758-01185663-00,258,0,0,42000.00,0.00,8650110510800,12593.91,250
1000771-02133721-00,310,0,0,0.00,0.00,8650410300000,20.88,300
1000809-01840435-00,903,0,0,0.00,0.00,8650410300000,29.40,900
1000809-01840435-00,903,0,0,48000.00,0.00,8650110510800,15088.63,900
1000834-02532806-01,804,0,0,5597.76,0.00,8650110510300,2955.98,800
1000865-03217770-01,213,0,0,42002.70,0.00,8650110510800,27322.12,200
1000903-01374345-00,903,0,0,21000.00,0.00,8650110510100,3557.87,900
1000941-01190251-00,310,0,0,14000.00,0.00,8650110510800,7129.74,300
100104-00013338-00,213,0,101,1000.00,0.00,8650120530800,811.92,200
1001104-01186763-00,258,0,0,8000.00,0.00,8650110510800,815.20,250
1001118-01189807-00,713,0,0,14000.00,0.00,8650110510800,7000.04,700
1001154-01865401-00,310,0,0,0.00,0.00,8650410300000,7.00,300
1001154-01865401-00,310,0,0,20580.00,0.00,8650110510800,4483.98,300
1001167-01982993-00,258,0,0,0.00,0.00,8650410300000,2.92,250
1001175-01681709-00,713,0,0,48020.00,0.00,8650110510300,28646.49,700
1001175-01681709-00,713,8650110510300,0,0.00,28646.49,8650410200000,1648.00,700
100135-02078526-00,205,0,0,0.00,0.00,8650410300000,7.04,200
100135-02078526-00,213,0,0,10500.00,0.00,8650110510800,3585.92,200
100136-00048310-00,258,0,101,2000.00,0.00,8650120530100,1963.79,250
100138-00041303-00,258,0,101,2500.00,0.00,8650120530800,1289.60,250
100138-00041303-00,258,8650120530800,0,0.00,1289.60,8650410200000,215.07,250
1001388-01187061-00,258,0,0,9000.00,0.00,8650110510800,3081.87,250
100139-00010271-00,213,0,0,8080.00,0.00,8650110530800,1683.49,200
100139-00011589-00,213,0,0,8000.00,0.00,8650110550800,4000.60,200
1001448-01284281-00,213,0,0,8300.00,0.00,8650110510700,6403.78,200
100146-00127294-00,310,0,101,6000.00,0.00,8650120530100,5803.02,300
100146-00127294-00,310,8650120530100,0,0.00,5803.02,8650410200000,457.88,300
1001466-01403905-00,504,0,0,48000.00,0.00,8650110510800,18166.72,500
10015-00000615-00,213,0,101,2643.75,0.00,8650120530800,118.04,200
1001544-01192131-00,606,0,0,24100.00,0.00,8650110510800,4737.70,600
100161-00123330-00,310,0,0,1500.00,0.00,8650110530800,139.96,300
100163-00127057-00,310,0,101,1000.00,0.00,8650120530100,22.95,300
1001637-02005197-00,903,0,0,0.00,0.00,8650410300000,27.32,900
1001637-02005197-00,903,0,0,61700.00,0.00,8650110510800,7850.32,900
100164-00124675-00,310,0,101,1400.00,0.00,8650120530800,366.01,300
1001657-01757923-00,713,0,0,0.00,0.00,8650410300000,7.28,700
1001657-01757923-00,713,0,0,12750.00,0.00,8650110510800,4676.50,700
100166-00149473-00,310,0,101,1500.00,0.00,8650120530800,1500.00,300
100167-00118591-00,713,0,101,5000.00,0.00,8650120530800,4718.26,700
100167-00118591-00,713,8650120530800,0,0.00,4718.26,8650410200000,514.91,700
1001785-01326665-00,213,0,0,10000.00,0.00,8650110510800,6864.64,200
1001821-01188679-00,713,0,0,20580.00,0.00,8650110510700,9432.50,700
1002043-01188675-00,713,0,0,20580.00,0.00,8650110510800,6400.97,700
1002143-01188761-00,310,0,0,21040.00,0.00,8650110510800,14504.40,300
1002187-01188848-00,258,0,0,20000.00,0.00,8650110510800,4051.49,250
1002187-01257736-00,258,0,0,10000.00,0.00,8650110510800,1388.55,250
1002230-02342697-00,258,0,0,0.00,0.00,8650410300000,34.40,250
1002230-02342697-00,258,0,0,48020.00,0.00,8650110510300,17560.25,250
1002259-02999400-01,258,0,0,36014.28,0.00,8650110510700,35512.82,250
1002271-01189303-00,713,0,0,10300.00,0.00,8650110510700,9495.00,700
100230-00090300-00,713,0,101,3000.00,0.00,8650120550800,2136.20,700
100230-00090718-00,713,0,101,3000.00,0.00,8650120550800,2306.22,700
1002333-01189347-00,713,0,0,14000.00,0.00,8650110510700,7234.93,700
1002419-01189554-00,310,0,0,20580.00,0.00,8650110510800,10664.57,300
1002439-01189410-00,213,0,0,20580.00,0.00,8650110510800,7655.84,200
1002498-01189557-00,310,0,0,20000.00,0.00,8650110510800,6980.75,300
1002513-01421881-00,310,0,0,6500.00,0.00,8650110510700,3091.74,300
1002538-01189742-00,606,0,0,17000.00,0.00,8650110510800,4388.65,600
1002542-01897644-00,902,0,0,0.00,0.00,8650410300000,8.96,900
1002542-01897644-00,903,0,0,25000.00,0.00,8650110510300,5753.39,900
1002584-01189820-00,258,0,0,15000.00,0.00,8650110510800,10890.00,250
1002606-02881334-99,258,0,0,10221.12,0.00,8650110510799,1771.72,250
1002620-01648305-00,310,0,0,0.00,0.00,8650410300000,2.36,300
1002620-01648305-00,310,0,0,35000.00,0.00,8650110510800,4861.13,300
1002623-01190912-00,713,0,0,14000.00,0.00,8650110510700,1283.37,700
1002664-02159086-00,213,0,0,0.00,0.00,8650410300000,2.16,200
1002707-00080543-00,310,0,101,3500.00,0.00,8650120550100,1402.21,300
1002707-00135083-00,310,0,0,15000.00,0.00,8650110550800,8838.63,300
1002746-02215669-02,713,0,0,20199.09,0.00,8650110510700,16020.80,700
100283-02360609-99,258,0,0,11115.13,0.00,8650110510899,7413.19,250
1002837-01634236-00,903,0,0,0.00,0.00,8650410300000,31.36,900
1002837-01634236-00,903,0,0,40000.00,0.00,8650110510800,20108.26,900
1002887-01190461-00,258,0,0,35000.00,0.00,8650110510700,13124.90,250
100290-01683177-00,258,0,0,20580.00,0.00,8650110510800,4386.49,250
100290-01683177-00,276,0,0,0.00,0.00,8650410300000,8.24,250
1002902-01239694-00,213,0,0,21500.00,0.00,8650110510800,15925.10,200
1002923-00194707-00,213,0,0,20000.00,0.00,8650110550800,400.00,200
1002997-01464333-00,213,0,0,21000.00,0.00,8650110510300,16447.90,200
1003017-00080649-00,713,0,0,11000.00,0.00,8650110550800,7423.44,700
1003019-01191088-00,713,0,0,5000.00,0.00,8650110510400,3893.93,700
100302-00123683-00,310,0,101,3100.00,0.00,8650120530800,2978.02,300
10031-00135122-00,310,0,101,6000.00,0.00,8650120530800,4104.88,300
10031-00135122-00,310,8650120530800,0,0.00,4104.88,8650410200000,835.31,300
1003131-01208697-00,213,0,0,102900.00,0.00,8650110510800,74596.81,200
1003131-01208697-00,213,8650110510800,0,0.00,74596.81,8650410200000,1908.40,200
1003162-02041334-00,102,0,0,0.00,0.00,8650410300000,116.76,100
1003162-02041334-00,102,0,0,82320.00,0.00,8650110510700,59571.11,100
1003162-02041334-00,102,8650110510700,0,0.00,59571.11,8650410200000,2137.90,100
1003189-02881723-01,713,0,0,34176.12,0.00,8650110510700,18288.55,700
1003189-02881723-99,713,0,0,13620.08,0.00,8650110510799,13620.08,700
1003316-01198454-01,903,0,0,15882.05,0.00,8650110510800,6922.19,900
1003317-01951170-00,260,0,0,0.00,0.00,8650410300000,6.18,250
1003396-01249828-01,713,0,0,0.00,0.00,8650410300000,10.60,700
1003396-01249828-01,713,0,0,39663.60,0.00,8650110510800,6794.94,700
1003428-02465323-00,102,0,0,10000.00,0.00,8650110510700,4235.84,100
1003428-02465323-00,106,0,0,0.00,0.00,8650410300000,8.32,100
1003454-02324529-00,102,0,0,0.00,0.00,8650410300000,12.20,100
1003454-02324529-00,102,0,0,14000.00,0.00,8650110510700,6226.79,100
100355-02944754-01,213,0,0,5780.12,0.00,8650110510800,1630.10,200
1003673-01374175-00,258,0,0,7000.00,0.00,8650110510800,1907.91,250
1003689-01193638-00,713,0,0,15000.00,0.00,8650110510800,6617.14,700
1003708-01192579-00,310,0,0,56000.00,0.00,8650110510800,12899.54,300
1003731-01192403-00,713,0,0,14000.00,0.00,8650110510800,7307.13,700
1003760-01192962-00,713,0,0,5000.00,0.00,8650110510400,2558.01,700
1003789-01460206-00,213,0,0,45500.00,0.00,8650110510800,35654.05,200
1003789-01460206-00,213,8650110510800,0,0.00,35654.05,8650410200000,1817.00,200
1003803-01193240-00,310,0,0,10500.00,0.00,8650110510400,0.00,300
1003816-01569920-00,213,0,0,10000.00,0.00,8650110510700,6362.91,200
1003831-01193576-00,258,0,0,7000.00,0.00,8650110510800,248.42,250
1003889-01192548-00,310,0,0,6500.00,0.00,8650110510800,1796.38,300
1003909-01291489-00,310,0,0,20580.00,0.00,8650110510800,8485.43,300
1003911-02540786-01,504,0,0,19639.83,0.00,8650110510700,11639.37,500
1003962-02231812-00,713,0,0,0.00,0.00,8650410300000,4.48,700
1003962-02231812-00,713,0,0,14000.00,0.00,8650110510700,2284.31,700
1003976-01195196-01,713,0,0,0.00,0.00,8650410300000,17.55,700
1004071-01195578-00,213,0,0,56000.00,0.00,8650110510800,2862.32,200
1004116-01496598-00,213,0,0,20000.00,0.00,8650110510800,785.05,200
1004149-01375085-00,804,0,0,20000.00,0.00,8650110510800,17116.86,800
1004159-01486434-00,213,0,0,18000.00,0.00,8650110510800,7921.37,200
1004186-01193367-00,713,0,0,20580.00,0.00,8650110510800,3194.02,700
1004230-02977246-02,258,0,0,4565.60,0.00,8650110510700,2370.71,250
1004233-01193392-00,213,0,0,10000.00,0.00,8650110510700,7991.66,200
1004236-01196140-00,213,0,0,10500.00,0.00,8650110510800,7498.80,200
100426-00115101-00,310,0,0,28600.00,0.00,8650110550800,3095.91,300
100430-02175539-00,713,0,0,0.00,0.00,8650410300000,5.08,700
100430-02175539-00,713,0,0,48020.00,0.00,8650110510300,5177.16,700
1004322-02688839-00,263,0,0,0.00,0.00,8650410300000,48.24,250
1004347-01786910-00,213,0,0,6000.00,0.00,8650110510800,2266.50,200
1004418-01907897-00,310,0,0,0.00,0.00,8650410300000,11.44,300
1004418-01907897-00,310,0,0,35000.00,0.00,8650110510100,6064.32,300
1004422-01384252-00,258,0,0,10000.00,0.00,8650110510400,5640.40,250
1004431-01197048-00,213,0,0,20500.00,0.00,8650110510800,7011.08,200
1004448-01202394-00,213,0,0,5000.00,0.00,8650110510800,2062.51,200
1004458-01195046-00,213,0,0,40000.00,0.00,8650110510800,17199.53,200
1004496-01266669-00,310,0,0,25500.00,0.00,8650110510800,20590.11,300
1004496-01266669-00,310,8650110510800,0,0.00,20590.11,8650410200000,553.80,300
1004498-01377006-00,804,0,0,30000.00,0.00,8650110510800,25806.32,800
1004537-01195130-00,713,0,0,20000.00,0.00,8650110510700,9908.47,700
100454-00048321-00,258,0,101,2000.00,0.00,8650120530800,1311.42,250
100460-00007585-00,213,0,101,2000.00,0.00,8650120530800,119.21,200
1004642-02737130-00,258,0,0,0.00,0.00,8650410300000,1.68,250
1004642-02737130-00,258,0,0,8000.00,0.00,8650110510700,866.67,250
1004647-01253324-00,504,0,0,10000.00,0.00,8650110510800,6846.03,500
1004648-01363846-00,606,0,0,7000.00,0.00,8650110510800,3272.80,600
1004660-01816968-00,310,0,0,0.00,0.00,8650410300000,1.44,300
1004660-01816968-00,310,0,0,14000.00,0.00,8650110510700,921.67,300
1004678-01859706-00,310,0,0,10000.00,0.00,8650110510300,3732.31,300
1004746-02351522-00,713,0,0,0.00,0.00,8650410300000,57.80,700
1004746-02351522-00,713,0,0,41200.00,0.00,8650110510300,29489.26,700
1004746-02351522-00,713,8650110510300,0,0.00,29489.26,8650410200000,1661.00,700
1004756-01491515-00,713,0,0,20570.00,0.00,8650110510300,10156.37,700
1004763-01245727-00,258,0,0,20500.00,0.00,8650110510700,6836.73,250
1004876-01339904-00,258,0,0,10000.00,0.00,8650110510700,1513.95,250
1004881-01202343-00,213,0,0,7000.00,0.00,8650110510800,3416.91,200
1004900-02305690-00,713,0,0,0.00,0.00,8650410300000,1.44,700
1004917-01488251-00,258,0,0,18000.00,0.00,8650110510700,2917.53,250
1004933-01941479-01,713,0,0,0.00,0.00,8650410300000,21.76,700
1004933-01941479-01,713,0,0,39066.50,0.00,8650110510300,11111.71,700
1004951-01194945-00,310,0,0,28000.00,0.00,8650110510800,18951.31,300
1004989-01550872-00,903,0,0,0.00,0.00,8650410300000,13.44,900
1005148-01911584-00,213,0,0,0.00,0.00,8650410300000,5.93,200
1005243-01426600-00,903,0,0,27000.00,0.00,8650110510800,11158.79,900
100527-00094794-00,713,0,0,4000.00,0.00,8650110550800,3447.66,700
1005303-02117250-00,713,0,0,0.00,0.00,8650410300000,4.20,700
1005303-02117250-00,713,0,0,24400.00,0.00,8650110510800,1735.17,700
1005313-01793771-00,603,0,0,0.00,0.00,8650410300000,3.18,600
1005313-01793771-00,606,0,0,0.00,0.00,8650410300000,1.82,600
1005313-01793771-00,606,0,0,28000.00,0.00,8650110510800,5729.92,600
1005368-02412850-00,713,8650110510700,0,0.00,49337.75,8650410200000,3318.00,700
1005368-02412850-01,713,0,0,0.00,0.00,8650410300000,131.83,700
1005368-02412850-01,713,0,0,55493.50,0.00,8650110510700,49337.75,700
1005453-01204438-00,310,0,0,32000.00,0.00,8650110510800,7632.71,300
1005475-01196351-00,713,0,0,7000.00,0.00,8650110510400,3038.96,700
1005499-01242592-00,213,0,0,7000.00,0.00,8650110510400,4307.91,200
1005525-01536582-00,258,0,0,40700.00,0.00,8650110510800,28791.59,250
1005525-01536582-00,258,8650110510800,0,0.00,28791.59,8650410200000,945.00,250
1005551-01610361-00,713,0,0,0.00,0.00,8650410300000,2.58,700
1005551-01610361-00,713,0,0,30000.00,0.00,8650110510700,2124.06,700
1005563-01609472-00,713,0,0,5500.00,0.00,8650110511000,2867.13,700
1005583-01196410-00,258,0,0,12000.00,0.00,8650110510800,1881.83,250
1005659-01196655-00,713,0,0,5000.00,0.00,8650110510800,1805.66,700
1005727-01501829-00,258,0,0,61700.00,0.00,8650110510300,744.82,250
1005732-02476686-00,310,0,0,37724.98,0.00,8650110510300,15210.04,300
1005732-02476686-99,310,0,0,7067.90,0.00,8650110510399,7067.90,300
1005743-01196774-00,713,0,0,10000.00,0.00,8650110510800,6853.38,700
1005751-01946323-00,713,0,0,0.00,0.00,8650410300000,2.16,700
1005751-01946323-00,713,0,0,20580.00,0.00,8650110510300,1096.12,700
1005765-01299416-00,713,0,0,10300.00,0.00,8650110510800,5694.29,700
1005777-01830169-00,804,0,0,0.00,0.00,8650410300000,62.12,800
1005777-01830169-00,804,0,0,48000.00,0.00,8650110510800,39820.94,800
1005777-01830169-00,804,8650110510800,0,0.00,39820.94,8650410200000,3602.00,800
1005800-02841454-00,213,0,0,17150.00,0.00,8650110510800,180.87,200
1005800-02841454-99,213,0,0,6795.21,0.00,8650110510899,4252.14,200
1005822-01428430-00,258,0,0,15000.00,0.00,8650110510800,8399.51,250
1005835-01776511-00,258,0,0,0.00,0.00,8650410300000,51.88,250
1005835-01776511-00,258,0,0,48020.00,0.00,8650110510700,33261.98,250
1005835-01776511-00,258,8650110510700,0,0.00,33261.98,8650410200000,2809.40,250
100585-01761175-00,310,0,0,14000.00,0.00,8650110510800,6071.62,300
1005855-01459902-00,213,0,0,8200.00,0.00,8650110510400,1642.06,200
100587-00031064-00,310,0,0,16000.00,0.00,8650110550800,6127.46,300
1005884-01382665-00,713,0,0,17500.00,0.00,8650110510700,11182.53,700
1006026-01197536-00,310,0,0,56000.00,0.00,8650110510800,4691.30,300
1006026-01197536-00,310,8650110510800,0,0.00,4691.30,8650410200000,10.00,300
100612-00094968-00,713,0,101,1500.00,0.00,8650120550800,1446.04,700
1006172-01197775-00,310,0,0,13720.00,0.00,8650110510400,5946.36,300
1006193-02138443-00,307,0,0,0.00,0.00,8650410300000,7.76,300
1006193-02138443-00,310,0,0,8100.00,0.00,8650110510800,3965.14,300
1006248-01198169-00,258,0,0,25600.00,0.00,8650110510700,8827.44,250
1006275-00080929-00,213,0,0,12000.00,0.00,8650110550800,0.00,200
10063-00247690-00,213,0,0,8800.00,0.00,8650110550800,3048.84,200
1006313-03175763-01,713,0,0,26074.97,0.00,8650110510800,26074.97,700
1006348-01203145-00,713,0,0,35000.00,0.00,8650110510800,18545.41,700
1006430-01201331-00,213,0,0,10000.00,0.00,8650110510700,5544.32,200
1006499-01199086-00,310,0,0,56000.00,0.00,8650110510700,39156.46,300
1006499-01199086-00,310,8650110510700,0,0.00,39156.46,8650410200000,941.80,300
1006518-01198467-00,213,0,0,5000.00,0.00,8650110510700,1849.82,200
1006518-01305823-00,213,0,0,4500.00,0.00,8650110510700,1874.95,200
1006533-02014079-00,258,0,0,0.00,0.00,8650410300000,1.04,250
1006533-02014079-00,258,0,0,61740.00,0.00,8650110510300,1066.27,250
1006694-01432268-00,504,0,0,16700.00,0.00,8650110510800,9908.66,500
1006695-01950848-00,713,0,0,0.00,0.00,8650410300000,17.04,700
1006695-01950848-00,713,0,0,35000.00,0.00,8650110510800,8684.95,700
1006718-01198909-00,213,0,0,56000.00,0.00,8650110510800,48906.72,200
1006718-01198909-00,213,8650110510800,0,0.00,48906.72,8650410200000,966.40,200
1006731-01413571-00,310,0,0,13720.00,0.00,8650110510400,9845.45,300
1006739-01199805-00,258,0,0,32400.00,0.00,8650110510800,22377.09,250
1006739-01199805-00,258,8650110510800,0,0.00,22377.09,8650410200000,1004.40,250
100674-00153209-00,258,0,101,7000.00,0.00,8650120550800,2820.57,250
100677-02940824-00,713,8650110510700,0,0.00,59553.05,8650410200000,3485.00,700
100677-02940824-01,713,0,0,85162.25,0.00,8650110510700,59553.05,700
100677-02940824-99,713,0,0,22119.11,0.00,8650110510799,22119.11,700
1006789-01199075-00,310,0,0,14000.00,0.00,8650110510800,2620.26,300
1006845-01199901-00,258,0,0,5000.00,0.00,8650110510800,1495.41,250
1006856-02181368-00,310,0,0,0.00,0.00,8650410300000,12.72,300
1006856-02181368-00,310,0,0,13000.00,0.00,8650110510300,4894.89,300
1006975-01841956-00,703,0,0,0.00,0.00,8650410300000,22.36,700
1006975-01841956-00,713,0,0,20580.00,0.00,8650110510700,14333.40,700
1007002-02965858-01,258,0,0,33174.61,0.00,8650110510700,14385.62,250
1007013-01348112-00,713,0,0,7500.00,0.00,8650110510700,798.00,700
1007062-01992372-00,713,0,0,0.00,0.00,8650410300000,1.32,700
1007062-01992372-00,713,0,0,10000.00,0.00,8650110510300,670.82,700
1007083-01325832-00,310,0,0,56000.00,0.00,8650110510700,20446.36,300
100709-00118936-00,713,0,101,800.00,0.00,8650120540300,704.70,700
1007186-01206536-00,213,0,0,91000.00,0.00,8650110510800,53256.24,200
1007186-01206536-00,213,8650110510800,0,0.00,53256.24,8650410200000,1920.00,200
1007218-01523275-00,713,0,0,18000.00,0.00,8650110510800,10009.59,700
1007402-02108506-00,310,0,0,0.00,0.00,8650410300000,22.24,300
1007402-02108506-00,310,0,0,22000.00,0.00,8650110510700,11355.13,300
1007482-01200208-00,713,0,0,29810.00,0.00,8650110510300,15959.42,700
100758-00040057-00,258,0,0,1600.00,0.00,8650110540300,734.63,250
1007625-00083096-00,713,0,101,6000.00,0.00,8650120550800,3057.73,700
1007625-00083096-00,713,8650120550800,0,0.00,3057.73,8650410200000,380.00,700
1007763-02067126-00,213,0,0,0.00,0.00,8650410300000,30.24,200
1007763-02067126-00,213,0,0,20000.00,0.00,8650110510800,15438.73,200
1007791-01212377-00,504,0,0,24500.00,0.00,8650110510800,14056.53,500
100783-00087173-00,713,0,101,3000.00,0.00,8650120530800,1789.77,700
1007911-02909952-00,713,0,0,0.00,0.00,8650410300000,137.64,700
1007911-02909952-00,713,0,0,82320.00,0.00,8650110510300,69021.58,700
1007911-02909952-00,713,8650110510300,0,0.00,69021.58,8650410200000,1266.00,700
100800-01366325-00,258,0,0,7000.00,0.00,8650110510300,860.37,250
1008006-02116989-00,258,0,0,0.00,0.00,8650410300000,2.36,250
1008006-02116989-00,258,0,0,20500.00,0.00,8650110510800,914.25,250
1008067-03282164-01,713,0,0,16132.18,0.00,8650110510300,14974.24,700
100814-00075641-00,713,0,101,3800.00,0.00,8650120540300,2696.68,700
100819-00113162-00,713,0,101,1000.00,0.00,8650120530800,825.48,700
1008201-01593652-00,606,0,0,0.00,0.00,8650410300000,4.36,600
1008201-01593652-00,606,0,0,15000.00,0.00,8650110510800,2792.24,600
1008251-02523668-00,713,0,0,0.00,0.00,8650410300000,4.47,700
1008251-02523668-00,713,0,0,20580.00,0.00,8650110510300,7350.61,700
1008273-01201147-00,310,0,0,15000.00,0.00,8650110510800,781.77,300
1008344-01257423-00,310,0,0,28000.00,0.00,8650110510700,21906.58,300
1008344-01257423-00,310,8650110510700,0,0.00,21906.58,8650410200000,566.30,300
1008470-02651922-00,310,0,0,0.00,0.00,8650410300000,19.64,300
1008470-02651922-00,310,0,0,27440.00,0.00,8650110510800,10027.99,300
1008494-01318686-00,213,0,0,10000.00,0.00,8650110510300,357.97,200
100858-03267487-01,310,0,0,26958.34,0.00,8650110510700,18666.18,300
100861-02722839-00,258,0,0,27440.00,0.00,8650110510700,843.32,250
100862-00061715-00,258,0,0,2500.00,0.00,8650110530800,385.74,250
100866-00086723-00,713,0,101,25000.00,0.00,8650120550800,23577.05,700
100866-00086723-00,713,8650120550800,0,0.00,23577.05,8650410200000,3077.30,700
1008665-01201788-00,102,0,0,6300.00,0.00,8650110510400,815.75,100
1008674-01201773-00,310,0,0,20580.00,0.00,8650110510800,1563.15,300
1008754-01493932-00,310,0,0,10500.00,0.00,8650110510700,9624.47,300
1008788-01412314-00,213,0,0,37400.00,0.00,8650110510800,2999.41,200
100880-00133421-00,310,0,101,1000.00,0.00,8650120530800,528.96,300
1008816-01202932-00,258,0,0,30000.00,0.00,8650110510800,1779.31,250
1008852-02107072-00,258,0,0,0.00,0.00,8650410300000,2.92,250
1008852-02107072-00,258,0,0,35000.00,0.00,8650110510700,1485.79,250
1008863-01585903-01,804,0,0,0.00,0.00,8650410300000,7.64,800
1008863-01585903-01,804,0,0,10911.69,0.00,8650110510800,4907.66,800
1008978-02658284-01,903,0,0,12422.10,0.00,8650110510800,7661.65,900
1008981-03175854-00,700,0,0,0.00,0.00,8650410200000,0.00,700
1008981-03175854-00,713,8650110510700,0,0.00,39632.85,8650410200000,2264.00,700
1008981-03175854-01,713,0,0,56960.71,0.00,8650110510700,39632.85,700
1008981-03175854-99,713,0,0,9832.29,0.00,8650110510799,9832.29,700
1008982-01683127-00,606,0,0,5000.00,0.00,8650110510800,1017.88,600
1008982-01896059-00,606,0,0,10500.00,0.00,8650110510700,9861.54,600
1009079-01202566-00,258,0,0,5000.00,0.00,8650110510700,894.81,250
1009130-01705565-00,903,0,0,0.00,0.00,8650410300000,28.04,900
1009130-01705565-00,903,0,0,45000.00,0.00,8650110510800,17976.74,900
1009145-01204934-00,213,0,0,48000.00,0.00,8650110510800,6845.71,200
1009155-01621035-00,258,0,0,0.00,0.00,8650410300000,1.68,250
100919-00013353-00,213,0,101,1000.00,0.00,8650120540300,896.44,200
1009389-01581205-99,258,0,0,1280.45,0.00,8650110510899,1280.45,250
1009509-01890101-00,606,0,0,0.00,0.00,8650410300000,21.80,600
1009509-02242627-00,606,0,0,0.00,0.00,8650410300000,79.52,600
1009509-02242627-00,606,0,0,70000.00,0.00,8650110510700,40578.59,600
1009509-02242627-00,606,8650110510700,0,0.00,40578.59,8650410200000,1556.52,600
1009545-02064332-00,713,0,0,0.00,0.00,8650410300000,18.56,700
1009545-02064332-00,713,0,0,17000.00,0.00,8650110510300,9463.34,700
1009625-01725466-00,213,0,0,0.00,0.00,8650410300000,3.04,200
1009625-01725466-00,213,0,0,15000.00,0.00,8650110510800,1947.08,200
1009651-02921764-00,713,0,0,0.00,0.00,8650410300000,79.86,700
100983-00001940-00,213,0,101,5100.00,0.00,8650120550800,1292.60,200
1009841-02432971-00,310,0,0,0.00,0.00,8650410300000,83.30,300
1009841-02432971-00,310,0,0,85000.00,0.00,8650110511000,17000.00,300
1009874-01227164-01,213,0,0,0.00,0.00,8650410300000,25.88,200
1009874-01227164-01,213,0,0,29019.18,0.00,8650110510700,16585.55,200
1009903-01578652-00,213,0,0,21000.00,0.00,8650110510800,4448.19,200
